player_name,draft_year,round,pick,team,pos_group,apy_m,av_y1_4,roi,surplus,era
Andre Caldwell,2008,3,97,CIN,WR,,11.0,,5.5,2006–2015
Darrius Heyward-Bey,2009,1,7,OAK,WR,7.65,18.0,2.3529411764705883,-9.844444444444443,2006–2015
Michael Crabtree,2009,1,10,SFO,WR,5.333333,31.0,5.8125003632812735,3.155555555555555,2006–2015
Jeremy Maclin,2009,1,19,PHI,WR,2.5,29.0,11.6,1.155555555555555,2006–2015
Percy Harvin,2009,1,22,MIN,WR,2.21,41.0,18.552036199095024,13.155555555555557,2006–2015
Hakeem Nicks,2009,1,29,NYG,WR,1.845,34.0,18.428184281842817,15.833333333333332,2006–2015
Kenny Britt,2009,1,30,TEN,WR,1.830002,21.0,11.475397294647768,5.410493827160495,2006–2015
Brian Robiskie,2009,2,36,CLE,WR,,3.0,,-12.589506172839505,2006–2015
Mohamed Massaquoi,2009,2,50,CLE,WR,,12.0,,-3.589506172839505,2006–2015
Derrick Williams,2009,3,82,DET,WR,,0.0,,-9.827777777777778,2006–2015
Brandon Tate,2009,3,83,NWE,WR,,11.0,,1.1722222222222225,2006–2015
Mike Wallace,2009,3,84,PIT,WR,0.580167,35.0,60.327457438978776,25.172222222222224,2006–2015
Ramses Barden,2009,3,85,NYG,WR,,5.0,,-4.8277777777777775,2006–2015
Patrick Turner,2009,3,87,MIA,WR,,1.0,,-8.827777777777778,2006–2015
Deon Butler,2009,3,91,SEA,WR,,4.0,,-5.8277777777777775,2006–2015
Juaquin Iglesias,2009,3,99,CHI,WR,,0.0,,-4.5,2006–2015
Demaryius Thomas,2010,1,22,DEN,WR,3.038875,33.0,10.85928180658961,5.155555555555555,2006–2015
Dez Bryant,2010,1,24,DAL,WR,2.3621,38.0,16.087379873841076,10.155555555555557,2006–2015
Dexter McCluster,2010,2,36,KAN,WR,1.29875,18.0,13.859480269489891,2.4104938271604954,2006–2015
Arrelious Benn,2010,2,39,TAM,WR,,7.0,,-8.589506172839505,2006–2015
Golden Tate,2010,2,60,SEA,WR,,22.0,,6.410493827160495,2006–2015
Damian Williams,2010,3,77,TEN,WR,,11.0,,-0.4133333333333322,2006–2015
Brandon LaFell,2010,3,78,CAR,WR,0.66335,22.0,33.16499585437552,10.586666666666668,2006–2015
Emmanuel Sanders,2010,3,82,PIT,WR,0.600356,17.0,28.316532190900062,7.172222222222223,2006–2015
Jordan Shipley,2010,3,84,CIN,WR,,7.0,,-2.827777777777777,2006–2015
Eric Decker,2010,3,87,DEN,WR,0.828787,28.0,33.784313701831714,18.172222222222224,2006–2015
Andre Roberts,2010,3,88,ARI,WR,0.6398,15.0,23.44482650828384,5.172222222222223,2006–2015
Armanti Edwards,2010,3,89,CAR,WR,,1.0,,-8.827777777777778,2006–2015
Taylor Price,2010,3,90,NWE,WR,,1.0,,-8.827777777777778,2006–2015
A.J. Green,2011,1,4,CIN,WR,5.97282,45.0,7.534129607120255,10.333333333333329,2006–2015
Julio Jones,2011,1,6,ATL,WR,4.045938,42.0,10.38078191015285,14.155555555555557,2006–2015
Jonathan Baldwin,2011,1,26,KAN,WR,1.887901,4.0,2.118755167776276,-14.166666666666668,2006–2015
Titus Young,2011,2,44,DET,WR,1.14033,8.0,7.015513053238975,-7.589506172839505,2006–2015
Torrey Smith,2011,2,58,BAL,WR,0.847308,30.0,35.406251327734424,14.410493827160495,2006–2015
Greg Little,2011,2,59,CLE,WR,0.831875,13.0,15.627347858752817,-2.589506172839505,2006–2015
Randall Cobb,2011,2,64,GNB,WR,0.802355,38.0,47.36058228589589,22.410493827160494,2006–2015
Austin Pettis,2011,3,78,STL,WR,0.682354,8.0,11.724119738434888,-3.413333333333332,2006–2015
Leonard Hankerson,2011,3,79,WAS,WR,0.678,9.0,13.27433628318584,-2.413333333333332,2006–2015
Vincent Brown,2011,3,82,SDG,WR,0.656517,9.0,13.708708228423635,-0.8277777777777775,2006–2015
Jerrel Jernigan,2011,3,83,NYG,WR,0.672563,2.0,2.9736991181495265,-7.8277777777777775,2006–2015
Justin Blackmon,2012,1,5,JAX,WR,4.628003,9.0,1.944683268355704,-18.844444444444445,2006–2015
Michael Floyd,2012,1,13,ARI,WR,3.4583,25.0,7.228985339617731,-2.844444444444445,2006–2015
Kendall Wright,2012,1,20,TEN,WR,3.10769,22.0,7.079213177633548,-5.844444444444445,2006–2015
A.J. Jenkins,2012,1,30,SFO,WR,1.736882,2.0,1.1514887021685989,-13.589506172839505,2006–2015
Brian Quick,2012,2,33,STL,WR,1.34665,8.0,5.940667582519586,-7.589506172839505,2006–2015
Stephen Hill,2012,2,43,NYJ,WR,1.178086,4.0,3.3953378615822616,-11.589506172839505,2006–2015
Alshon Jeffery,2012,2,45,CHI,WR,1.136958,32.0,28.145278893327635,16.410493827160494,2006–2015
Ryan Broyles,2012,2,54,DET,WR,0.919625,3.0,3.262199266005165,-12.589506172839505,2006–2015
Rueben Randle,2012,2,63,NYG,WR,0.822983,22.0,26.73202241115552,6.410493827160495,2006–2015
DeVier Posey,2012,3,68,HOU,WR,0.748,2.0,2.6737967914438503,-9.5,2006–2015
T.J. Graham,2012,3,69,BUF,WR,0.725313,7.0,9.651005841615964,-4.5,2006–2015
Mohamed Sanu,2012,3,83,CIN,WR,0.678313,19.0,28.010667641634463,9.172222222222222,2006–2015
T.Y. Hilton,2012,3,92,IND,WR,0.6606,38.0,57.523463518013926,28.172222222222224,2006–2015
Tavon Austin,2013,1,8,STL,WR,3.187751,21.0,6.587716543732556,-6.844444444444445,2006–2015
DeAndre Hopkins,2013,1,27,HOU,WR,1.906675,33.0,17.307616662514587,14.833333333333332,2006–2015
Cordarrelle Patterson,2013,1,29,MIN,WR,1.805262,19.0,10.524788091700817,0.8333333333333321,2006–2015
Justin Hunter,2013,2,34,TEN,WR,1.356037,10.0,7.374430048737609,-5.589506172839505,2006–2015
Robert Woods,2013,2,41,BUF,WR,1.216692,21.0,17.25991458807981,5.410493827160495,2006–2015
Aaron Dobson,2013,2,59,NWE,WR,0.857093,6.0,7.000407190351572,-9.589506172839505,2006–2015
Terrance Williams,2013,3,74,DAL,WR,0.724243,24.0,33.138048969751864,12.5,2006–2015
Keenan Allen,2013,3,76,SDG,WR,0.70345,22.0,31.27443315089914,10.586666666666668,2006–2015
Marquise Goodwin,2013,3,78,BUF,WR,0.713469,6.0,8.40961555442493,-5.413333333333332,2006–2015
Markus Wheaton,2013,3,79,PIT,WR,0.702844,13.0,18.49628082476339,1.5866666666666678,2006–2015
Stedman Bailey,2013,3,92,STL,WR,0.684026,7.0,10.233529134857449,-2.827777777777777,2006–2015
Sammy Watkins,2014,1,4,BUF,WR,4.983901,28.0,5.618089123359392,-6.666666666666671,2006–2015
Mike Evans,2014,1,7,TAM,WR,3.657763,36.0,9.842081075236422,8.155555555555555,2006–2015
Odell Beckham Jr.,2014,1,12,NYG,WR,2.60155,36.0,13.837904326267031,8.155555555555555,2006–2015
Brandin Cooks,2014,1,20,NOR,WR,2.095863,38.0,18.13095607871316,10.155555555555557,2006–2015
Kelvin Benjamin,2014,1,28,CAR,WR,3.22465,21.0,6.512334671979905,2.833333333333332,2006–2015
Marqise Lee,2014,2,39,JAX,WR,1.293506,18.0,13.915667959792996,2.4104938271604954,2006–2015
Jordan Matthews,2014,2,42,PHI,WR,1.237318,23.0,18.58859242328973,7.410493827160495,2006–2015
Paul Richardson,2014,2,45,SEA,WR,1.178209,11.0,9.336204357630946,-4.589506172839505,2006–2015
Davante Adams,2014,2,53,GNB,WR,0.983351,27.0,27.45713382098559,11.410493827160495,2006–2015
Cody Latimer,2014,2,56,DEN,WR,0.927163,3.0,3.23567700609278,-12.589506172839505,2006–2015
Allen Robinson,2014,2,61,JAX,WR,0.877718,20.0,22.78636190667162,4.410493827160495,2006–2015
Jarvis Landry,2014,2,63,MIA,WR,0.868727,33.0,37.9866171996496,17.410493827160494,2006–2015
Josh Huff,2014,3,86,PHI,WR,0.705236,6.0,8.507790299984686,-3.8277777777777775,2006–2015
Donte Moncrief,2014,3,90,IND,WR,0.70213,16.0,22.787802828536027,6.172222222222223,2006–2015
John Brown,2014,3,91,ARI,WR,0.699725,21.0,30.01179034620744,11.172222222222222,2006–2015
Dri Archer,2014,3,97,PIT,WR,0.687004,0.0,0.0,-5.5,2006–2015
Amari Cooper,2015,1,4,OAK,WR,5.66578,33.0,5.824440765437416,-1.6666666666666714,2006–2015
Kevin White,2015,1,7,CHI,WR,4.140762,2.0,0.4830028869082551,-25.844444444444445,2006–2015
DeVante Parker,2015,1,14,MIA,WR,2.719135,16.0,5.88422421100828,-11.844444444444443,2006–2015
Nelson Agholor,2015,1,20,PHI,WR,2.344343,18.0,7.678057349116576,-9.844444444444443,2006–2015
Breshad Perriman,2015,1,26,BAL,WR,2.176333,6.0,2.756931039505443,-12.166666666666668,2006–2015
Phillip Dorsett,2015,1,29,IND,WR,2.033853,12.0,5.900131425427501,-6.166666666666668,2006–2015
Devin Smith,2015,2,37,NYJ,WR,1.468105,1.0,0.6811501902111906,-14.589506172839505,2006–2015
Dorial Green-Beckham,2015,2,40,TEN,WR,1.400901,7.0,4.9967842124461335,-8.589506172839505,2006–2015
Tyler Lockett,2015,3,69,SEA,WR,0.829688,31.0,37.36344264349973,19.5,2006–2015
Jaelen Strong,2015,3,70,HOU,WR,0.820338,2.0,2.4380194505191763,-9.5,2006–2015
Chris Conley,2015,3,76,KAN,WR,0.780922,13.0,16.646989071891944,1.5866666666666678,2006–2015
Sammie Coates,2015,3,87,PIT,WR,0.746254,4.0,5.360105272467552,-5.8277777777777775,2006–2015
Ty Montgomery,2015,3,94,GNB,WR,0.737199,15.0,20.34728750310296,5.172222222222223,2006–2015
Corey Coleman,2016,1,15,CLE,WR,2.913746,6.0,2.059204886081353,-5.212962962962962,2016–2024
Will Fuller,2016,1,21,HOU,WR,2.541078,19.0,7.477141591088506,7.787037037037038,2016–2024
Josh Doctson,2016,1,22,WAS,WR,2.512411,9.0,3.5822164446820204,-2.212962962962962,2016–2024
Laquon Treadwell,2016,1,23,MIN,WR,2.483745,6.0,2.4157069264356847,-5.212962962962962,2016–2024
Sterling Shepard,2016,2,40,NYG,WR,1.486143,22.0,14.80342066678644,10.787037037037038,2016–2024
Michael Thomas,2016,2,47,NOR,WR,1.279744,67.0,52.35422084416884,55.78703703703704,2016–2024
Tyler Boyd,2016,2,55,CIN,WR,1.064743,24.0,22.540650654665026,12.787037037037038,2016–2024
Braxton Miller,2016,3,85,HOU,WR,0.778526,2.0,2.568957234568916,-5.0,2016–2024
Leonte Carroo,2016,3,86,MIA,WR,0.775097,2.0,2.5803222048337173,-5.0,2016–2024
Corey Davis,2017,1,5,TEN,WR,6.348688,26.0,4.09533434309577,13.0,2016–2024
Mike Williams,2017,1,7,LAC,WR,4.937514,21.0,4.253152497390387,9.787037037037038,2016–2024
John Ross,2017,1,9,CIN,WR,4.278966,5.0,1.1685065971545463,-6.212962962962962,2016–2024
Zay Jones,2017,2,37,BUF,WR,1.69495,11.0,6.489866957727367,-0.2129629629629619,2016–2024
Curtis Samuel,2017,2,40,CAR,WR,1.613415,19.0,11.776263391625838,7.787037037037038,2016–2024
JuJu Smith-Schuster,2017,2,62,PIT,WR,1.048945,31.0,29.55350375853834,19.78703703703704,2016–2024
Cooper Kupp,2017,3,69,LAR,WR,0.958023,31.0,32.35830455009953,19.78703703703704,2016–2024
Taywan Taylor,2017,3,72,TEN,WR,0.920253,6.0,6.51994614524484,-4.0,2016–2024
ArDarius Stewart,2017,3,79,NYJ,WR,0.844144,1.0,1.184632005913683,-6.0,2016–2024
Chris Godwin,2017,3,84,TAM,WR,0.821041,28.0,34.10304722906651,21.0,2016–2024
Kenny Golladay,2017,3,96,DET,WR,0.799081,24.0,30.034502134326807,17.0,2016–2024
Chad Williams,2017,3,98,ARI,WR,0.794072,1.0,1.2593316475080345,0.0,2016–2024
Amara Darboh,2017,3,106,SEA,WR,0.793822,1.0,1.2597282514216033,0.0,2016–2024
D.J. Moore,2018,1,24,CAR,WR,2.792829,26.0,9.30955672545652,14.787037037037038,2016–2024
Calvin Ridley,2018,1,26,ATL,WR,2.725183,25.0,9.1736958582231,13.787037037037038,2016–2024
Courtland Sutton,2018,2,40,DEN,WR,1.710483,14.0,8.18482264950894,2.787037037037038,2016–2024
Dante Pettis,2018,2,44,SFO,WR,1.600141,6.0,3.749669560369992,-5.212962962962962,2016–2024
Christian Kirk,2018,2,47,ARI,WR,1.473719,16.0,10.85688655707092,4.787037037037038,2016–2024
Anthony Miller,2018,2,51,CHI,WR,1.338425,13.0,9.7129088294077,1.787037037037038,2016–2024
James Washington,2018,2,60,PIT,WR,1.125337,10.0,8.886226970232029,-1.212962962962962,2016–2024
DJ Chark,2018,2,61,JAX,WR,1.111808,13.0,11.692666359659222,1.787037037037038,2016–2024
Michael Gallup,2018,3,81,DAL,WR,0.880995,19.0,21.56652421409883,12.0,2016–2024
Tre'Quan Smith,2018,3,91,NOR,WR,0.855131,11.0,12.863526173182825,4.0,2016–2024
Marquise Brown,2019,1,25,BAL,WR,2.946835,17.0,5.768901210960234,5.787037037037038,2016–2024
N'Keal Harry,2019,1,32,NWE,WR,2.524587,4.0,1.58441757008176,-7.212962962962962,2016–2024
Deebo Samuel,2019,2,36,SFO,WR,1.924339,13.0,6.755566456845701,1.787037037037038,2016–2024
A.J. Brown,2019,2,51,TEN,WR,1.413092,23.0,16.276364171617985,11.787037037037038,2016–2024
Mecole Hardman,2019,2,56,KAN,WR,1.248763,13.0,10.41030203489373,1.787037037037038,2016–2024
JJ Arcega-Whiteside,2019,2,57,PHI,WR,1.237806,2.0,1.6157620822649108,-9.212962962962962,2016–2024
Parris Campbell,2019,2,59,IND,WR,1.193984,2.0,1.675064322469983,-9.212962962962962,2016–2024
Andy Isabella,2019,2,62,ARI,WR,1.157468,4.0,3.4558190809594738,-7.212962962962962,2016–2024
D.K. Metcalf,2019,2,64,SEA,WR,1.146513,21.0,18.316408100038988,9.787037037037038,2016–2024
Diontae Johnson,2019,3,66,PIT,WR,1.070241,13.0,12.146796842954064,1.787037037037038,2016–2024
Terry McLaurin,2019,3,76,WAS,WR,0.961918,14.0,14.554255144409398,4.0,2016–2024
Miles Boykin,2019,3,93,BAL,WR,0.893732,6.0,6.713421920665256,-1.0,2016–2024
Henry Ruggs III,2020,1,12,LVR,WR,,4.0,,-7.212962962962962,2016–2024
Jerry Jeudy,2020,1,15,DEN,WR,3.79824,5.0,1.316399174354438,-6.212962962962962,2016–2024
CeeDee Lamb,2020,1,17,DAL,WR,3.502504,8.0,2.2840801894872924,-3.212962962962962,2016–2024
Jalen Reagor,2020,1,21,PHI,WR,3.31767,4.0,1.2056654218171186,-7.212962962962962,2016–2024
Justin Jefferson,2020,1,22,MIN,WR,3.280702,12.0,3.6577537368526616,0.7870370370370381,2016–2024
Brandon Aiyuk,2020,1,25,SFO,WR,3.132838,6.0,1.9151963810449184,-5.212962962962962,2016–2024
Tee Higgins,2020,2,33,CIN,WR,2.171697,6.0,2.7628163597407926,-5.212962962962962,2016–2024
Michael Pittman Jr.,2020,2,34,IND,WR,2.153211,4.0,1.857690676854242,-7.212962962962962,2016–2024
Laviska Shenault Jr.,2020,2,42,JAX,WR,,5.0,,-6.212962962962962,2016–2024
KJ Hamler,2020,2,46,DEN,WR,1.784284,3.0,1.6813466914459807,-8.212962962962962,2016–2024
Chase Claypool,2020,2,49,PIT,WR,1.654159,7.0,4.231757648448547,-4.212962962962962,2016–2024
Van Jefferson,2020,2,57,LAR,WR,1.402785,1.0,0.7128676169192001,-10.212962962962962,2016–2024
Denzel Mims,2020,2,59,NYJ,WR,1.358424,2.0,1.4722943646460898,-9.212962962962962,2016–2024
Lynn Bowden Jr.,2020,3,80,LVR,WR,,2.0,,-5.0,2016–2024
Bryan Edwards,2020,3,81,LVR,WR,1.156645,2.0,1.7291390184542363,-5.0,2016–2024
Devin Duvernay,2020,3,92,BAL,WR,1.116927,4.0,3.5812546388438995,-3.0,2016–2024
Ja'Marr Chase,2021,1,5,CIN,WR,7.704911,0.0,0.0,-13.0,2016–2024
Jaylen Waddle,2021,1,6,MIA,WR,6.771499,0.0,0.0,-11.212962962962962,2016–2024
DeVonta Smith,2021,1,10,PHI,WR,5.035348,0.0,0.0,-11.212962962962962,2016–2024
Kadarius Toney,2021,1,20,NYG,WR,3.429877,0.0,0.0,-11.212962962962962,2016–2024
Elijah Moore,2021,2,34,NYJ,WR,2.235106,0.0,0.0,-11.212962962962962,2016–2024
Rondale Moore,2021,2,49,ARI,WR,1.731064,0.0,0.0,-11.212962962962962,2016–2024
D'Wayne Eskridge,2021,2,56,SEA,WR,1.488378,0.0,0.0,-11.212962962962962,2016–2024
Tutu Atwell,2021,2,57,LAR,WR,1.477175,0.0,0.0,-11.212962962962962,2016–2024
Terrace Marshall Jr.,2021,2,59,CAR,WR,1.432371,0.0,0.0,-11.212962962962962,2016–2024
Josh Palmer,2021,3,77,LAC,WR,1.258014,0.0,0.0,-7.0,2016–2024
Dyami Brown,2021,3,82,WAS,WR,1.236,0.0,0.0,-7.0,2016–2024
Amari Rodgers,2021,3,85,GNB,WR,1.224976,0.0,0.0,-7.0,2016–2024
Anthony Schwartz,2021,3,91,CLE,WR,1.215757,0.0,0.0,-7.0,2016–2024
